text,date,n_favs,n_rts
@gonthal al final de los avances gráficos más recientes. de otra forma se tendría un juego lanzado el 2024 con gráficos que si del 2019 😐,2022-09-21 17:10:14+00:00,1,0
"@gonthal a lo mejor era cierto antes, o en rpgs viejos o novelas gráficas en las que se modelan los sprites/persona… https://t.co/K2huwzQbtf",2022-09-21 17:09:53+00:00,1,0
youtube rewind 2017,2022-09-21 08:29:30+00:00,1,0
@StephaExposito la cura del insomnio,2022-09-21 08:29:08+00:00,1,0
potatoes and molasses,2022-09-20 01:16:02+00:00,1,0
ver over the garden wall por centésima vez lo haré,2022-09-20 01:16:01+00:00,1,0
https://t.co/VFe8LETrCD,2022-09-18 23:47:56+00:00,1,0
"quisiera tener un ds de nuevo, era feliz cuando tenía un ds",2022-09-18 04:01:14+00:00,1,0
dura https://t.co/waL5OvOnEP,2022-09-18 02:41:25+00:00,1,0
"el día que tomé esta foto fue un mood, me da nostalgia https://t.co/Z7NAYW5ytq",2022-09-13 23:50:25+00:00,1,0
@rohelysss le quitas las primeras dos líneas y soy yo,2022-09-13 06:17:20+00:00,1,0
@ceiradyb nicee ily,2022-09-12 23:36:06+00:00,1,0
extraordinary attorney woo&gt;&gt;better call saul,2022-09-10 18:01:53+00:00,2,1
bueno https://t.co/wAtt6HzSlE,2022-09-09 01:17:30+00:00,1,0
@MiniFreesia un buen mondongo,2022-09-08 08:16:07+00:00,1,0
@andresitorresm está bello,2022-09-07 18:29:45+00:00,1,0
"@gonthal lo siento rey esta película requiere mínimo 16gb de ram, tarjeta gráfica de 4gb y 1tb ssd",2022-09-06 21:29:50+00:00,1,0
el apple event es mañana aaa 😭😭,2022-09-06 19:05:48+00:00,1,0
@aaeilrv ya va pero el Ávila es mujer entonces o cómo,2022-09-05 00:28:16+00:00,1,0
me recomendaron a little life y no sé si leerlo ahorita bc i haven't been doing very well recently and i feel like it'll destroy me,2022-09-01 08:04:22+00:00,1,0
desfilaba en milán,2022-08-31 22:25:30+00:00,1,0
"@Eycer1 no sé si es cierto o falso, yo siento que escribo igual de rápido en ambos, solo uso dvorak porque ya me ac… https://t.co/3ZXinNcqeU",2022-08-31 00:58:03+00:00,1,0
@StephaExposito lo mejor,2022-08-31 00:54:20+00:00,1,0
te amo chaeyoung,2022-08-30 19:32:22+00:00,0,1
almond milk that's the tweet,2022-08-30 05:19:07+00:00,0,1
a lil bit silly pero stream talk that talk https://t.co/M6CAXX7TFJ,2022-08-29 20:16:54+00:00,1,0
https://t.co/73zre4j3t6,2022-08-29 03:36:33+00:00,1,0
@amanda_v18 bonito outfit,2022-08-28 23:13:17+00:00,1,0
"realmente me dan ganas de llorar cuando alguien dice que in rainbows es mejor que ok computer, cómo se puede ser tan triste",2022-08-28 22:27:54+00:00,2,0
@atlour tú sí eres marico raul,2022-08-28 22:24:59+00:00,2,0
unos peces https://t.co/xXpSclYzKp,2022-08-28 17:53:44+00:00,1,0
incredible how bohemian rhapsody no entra ni en las 5 (o hasta 10) mejores canciones de queen y aún así es la vaina más mamada del universo,2022-08-28 04:46:56+00:00,4,0
one more chance,2022-08-28 03:44:26+00:00,1,0
empezamos mal https://t.co/O8bMKpLnfw,2022-08-28 03:42:40+00:00,1,0
"off,",2022-08-27 07:03:37+00:00,1,0
"don't do geogebra, de pana qué horrible quiero llorar 😭😭",2022-08-27 03:55:36+00:00,1,0
hoy nace la música. https://t.co/g91AMCcEv9,2022-08-26 03:58:14+00:00,1,0
yo https://t.co/NgwZtj4LTP,2022-08-25 15:56:50+00:00,1,0
gafo porque igual cuando estaba a 5 veía a gente metiéndose en la calculadora para hacer conversiones,2022-08-24 17:14:39+00:00,1,0
"veo otro """"""chiste"""""" de dólares y tablas de multiplicar y me explotará una vena",2022-08-24 17:14:39+00:00,3,0
me acordé del bomboclaat dios,2022-08-24 06:02:49+00:00,1,0
https://t.co/LU0IIimsz7,2022-08-23 23:55:33+00:00,2,0
@LeGranColombia @ceiradyb Tu recherches quoi ici?,2022-08-23 19:27:44+00:00,1,0
foto vieja que me gustó https://t.co/q2Oi5hYfVM,2022-08-23 19:14:10+00:00,2,0
@angel16012 una metáfora de vivir en Venezuela,2022-08-23 03:37:28+00:00,1,0
tener un xiaomi es una maldición,2022-08-22 01:38:56+00:00,1,0
lasso se ve raro https://t.co/boh4j0bJ3Y,2022-08-21 17:29:33+00:00,2,0
"twitter mete reels y es mi fin,,,,",2022-08-21 05:00:01+00:00,1,0
la primera semana de vacaciones vi más películas que en los últimos 3 años,2022-08-21 01:01:58+00:00,1,0
no pasó nada that's just me,2022-08-20 17:42:46+00:00,1,0
@aaeilrv en la victoria las regalan,2022-08-20 02:22:20+00:00,1,0
yo https://t.co/EymGhomQVn,2022-08-19 15:04:34+00:00,1,0
otro día de llorar,2022-08-19 14:11:06+00:00,1,0
morí con los outfits de jennie y el beat en el rap de lisa solo por eso streamearé un millón de veces pink venom esta semana #PINKVENOM,2022-08-19 04:21:54+00:00,1,0
"acabo de recordar que dije que iba a ver los episodios de knowing brothers de twice cuando salga de vacaciones, bue… https://t.co/RnbzdjOpP8",2022-08-18 01:56:28+00:00,1,0
y si convierto mi cuenta en una stan account de chaeyoung no sé https://t.co/tApZDRcsjQ,2022-08-17 03:08:31+00:00,4,0
i really wanna die me hace falta x.x,2022-08-17 03:07:37+00:00,1,0
@aaeilrv no es típico pero el pan en ccs es 💩,2022-08-17 01:36:47+00:00,1,0
quiero peluches de bt21 😭,2022-08-16 02:15:25+00:00,1,0
hora de pasar todo el día escuchando música para olvidarme de que existo,2022-08-15 16:03:17+00:00,2,0
https://t.co/pXO8BzzCZu,2022-08-15 15:54:17+00:00,1,0
"usuario de windows que veo, usuario de windows que pateo.",2022-08-14 21:09:36+00:00,1,0
https://t.co/OcCqQPCwpf,2022-08-14 17:13:57+00:00,1,0
inverse fomo,2022-08-14 02:53:03+00:00,1,0
cosas cringueworthy que encuentro por ahí https://t.co/d7t9nvlAn8,2022-08-13 03:13:37+00:00,4,0
creo que mi pelo es infinito porque se cae demasiado y nunca se acaba,2022-08-13 03:07:54+00:00,1,0
"¿Jannette McCurdy? No, lo siento, no la conozco, he estado muy ocupado leyendo verdaderas obras literarias que sí l… https://t.co/BS2u9EMjzR",2022-08-13 01:03:32+00:00,1,0
@StephaExposito pasar física 2,2022-08-12 03:37:55+00:00,2,0
https://t.co/gniax95Hud,2022-08-11 15:50:21+00:00,2,0
"@ana_valentina04 yo siempre veo el peso primero, hay carpetas que si de 2k fotos que pesan 30mb y las dejo pq no es… https://t.co/AxjCbKGqm7",2022-08-10 16:53:25+00:00,4,0
mi granja https://t.co/GGqLrJqSJq,2022-08-08 21:18:34+00:00,2,0
mi sueño es que quiten circles de twitter,2022-08-08 00:56:50+00:00,1,1
"@elehanny si te sirve en inglés, yo inicié desde cero con este https://t.co/uS88t5elw5, son 4 cursos, están super b… https://t.co/vrUnE4U10n",2022-08-08 00:55:29+00:00,3,0
"@amanda_v18 AA yo también quiero leerme uno de Kazuo Ishiguro estas vacaciones, Never Let Me Go 🥺, nunca he leído n… https://t.co/2M9ItTFSdj",2022-08-07 21:25:14+00:00,1,0
están los mamadores y luego los que dicen que better call saul es mejor que breaking bad,2022-08-07 19:07:53+00:00,3,0
@aaeilrv por decirle marico a Francisco por twitter,2022-08-07 00:42:59+00:00,1,0
@amanda_v18 cuáles son los otros 👀,2022-08-07 00:41:36+00:00,1,0
"@ceiradyb claro, irte y que te boten por no inscribir es otra cosa xddd, pero hay gente que la botan por índice o a… https://t.co/cy10zivBPl",2022-08-07 00:38:19+00:00,1,0
o no??? ahora no sé,2022-08-06 17:50:00+00:00,1,0
este tuit de mierda está mal escrito nojoda,2022-08-06 17:49:34+00:00,1,0
@manuespagueti arrancar flores es vandalismo 😭,2022-08-03 21:59:16+00:00,1,0
@ericitodemar Bárbara es pagada por el gobierno,2022-08-03 13:47:56+00:00,2,0
@MiniFreesia regálame esos audífonos,2022-08-02 15:01:56+00:00,1,0
"Esto me recuerda aquel proverbio chino que dice:
瑩戭牯敤慲楤獵 硰戻牯敤 慲楤獵硰执獧搴摻 獩汰祡戺潬正瀻 獯瑩潩敲慬楴敶执獧 搴筮楤灳慬湩楬敮戭潬 朣楢琴执执 慲楤獵硰敷止
瑩戭… https://t.co/VAfaGPoaZ1",2022-08-01 17:50:10+00:00,1,1
@arjogezh ácido 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2022-08-01 13:42:18+00:00,1,0
@MiniFreesia rumbo al éxito,2022-08-01 04:05:50+00:00,1,0
"últimamente la gente anda cayendo en unos baits que si ""opino que para optar por algún cargo de representación en l… https://t.co/7tgNibfG63",2022-08-01 04:02:30+00:00,1,0
a veces la gente se come unos baits tan de mierda que me da ganas de llorar y todo,2022-07-31 13:53:18+00:00,4,0
@rayitodesoli fue a propósito,2022-07-31 01:16:44+00:00,1,0
otro día sin un hijo de c. tangana,2022-07-30 21:33:53+00:00,1,0
cada día del trimestre digo bueno no puede ser peor mañana seguro en mejor y guess what tomorrow happens to be actually worse,2022-07-30 00:10:11+00:00,2,0
animos por el inframundo,2022-07-29 18:51:28+00:00,2,1
a quevedo nadie lo conocía hace 15 minutos y su sesión con visa es bien mala... https://t.co/P08PTshOaZ,2022-07-29 01:15:15+00:00,2,0
@aaeilrv @raooult el diminutivo https://t.co/sGSnUkhY6i,2022-07-28 04:24:55+00:00,1,0
@aaeilrv yo viví dos años en Beijing y naturalmente terminé aprendiendo 5000 palabras e ideogramas,2022-07-28 02:39:21+00:00,1,0
"@aaeilrv y el último día para entregar notas el lunes de semana 8, así los profesores tienen empatía y nos ponen a… https://t.co/xR57yhWHmk",2022-07-28 01:55:38+00:00,4,0
"@josmard_ tener iconos en el escritorio ya es mucho, menú y anclados en la barra de tareas pa todo",2022-07-26 17:04:27+00:00,1,0
@guty_010 en agostoo,2022-07-25 00:55:10+00:00,1,0
ojalá eliminen los circles como eliminaron los fleets,2022-07-24 23:25:00+00:00,1,0
@josmard_ así son,2022-07-24 04:21:14+00:00,1,0
@raooult kurvilinia y elokuente,2022-07-24 00:48:25+00:00,1,0
dios es grande https://t.co/4n8fprDDWJ,2022-07-23 23:37:34+00:00,1,0
"imagina tener más de 12 años, que sea 2022 y que tu sueño sea ir al tomorrowland",2022-07-23 20:03:09+00:00,4,0
@valeriasrc_ no saques el teléfono que por ahí roban.,2022-07-22 23:06:20+00:00,2,0
to allocate: alocar,2022-07-21 13:40:17+00:00,1,0
un (1) tema https://t.co/DGRL2QjpVY,2022-07-20 04:07:11+00:00,1,0
@valeriasrc_ then i heard they slept together,2022-07-18 23:34:37+00:00,1,0
"yo este trimestre con 4 materias: muelto
yo el trimestre que viene: vamos a meter 7 creo que sí puedo",2022-07-18 23:31:57+00:00,1,0
soy yo https://t.co/H9u3bEp1aZ,2022-07-17 17:49:33+00:00,1,0
@soapAlef no vale esa la meto en el top 52,2022-07-17 13:48:49+00:00,2,0
si la sesión de la villana entra en tu top 3 solo puedo pensar que has  escuchado 3 sesiones no seas malo,2022-07-17 01:24:46+00:00,3,0
@gonthal https://t.co/xKJtyGQt5c,2022-07-16 00:53:26+00:00,2,0
geco nunca anunció el ganador 😐,2022-07-15 23:49:20+00:00,1,0
@raooult te veo y no te pelo!!,2022-07-15 01:46:58+00:00,1,0
send help con el lab de lenguajes 😭,2022-07-15 00:05:12+00:00,1,0
@raooult https://t.co/WcyqcDArVY,2022-07-14 00:04:12+00:00,1,0
cuando sea profesor de mate 1 evaluaré toda la materia con un solo ejercicio de optimización de 100 puntos el viernes de la última semana,2022-07-14 00:00:09+00:00,1,0
"@raooult no es razón para motivar a alguien a que ni siquiera intente entenderlo, pero es razonable que en mate 1 s… https://t.co/CkHF5xOmib",2022-07-13 23:22:52+00:00,2,0
@raooult mrc en mate 1 nadie entiende esa vaina xddd yo lo entendí como a mitad de mate 2,2022-07-13 23:21:15+00:00,1,0
https://t.co/fAA8DcnPPM https://t.co/8738dmDz5z,2022-07-13 20:23:34+00:00,1,1
"@pupilalejana no sé, veo bonitas las fotos, e increíble que aún con todo lo que se ve en ellas sea solo una fracció… https://t.co/3ySKp3ywf2",2022-07-13 18:31:37+00:00,4,0
@angel16012 yo en primer grado escribía ensayos de geopolítica,2022-07-13 17:05:51+00:00,1,0
haré hilo objetivo de top 40 sencillos de kpop de todos los tiempos,2022-07-13 00:51:25+00:00,2,0
@jesusbandezt https://t.co/OHsRaBWphi,2022-07-12 19:01:38+00:00,1,0
@MiniFreesia ya sé para no verla,2022-07-12 05:53:10+00:00,1,0
@amanda_v18 invita,2022-07-12 01:25:31+00:00,2,0
@aaeilrv yo necesitaba esto,2022-07-11 17:59:35+00:00,1,0
"no había tenido un trimestre tan malo creo que desde que entré, qué chimbo",2022-07-11 16:18:47+00:00,2,0
le pasó al mac,2022-07-10 01:07:45+00:00,4,0
https://t.co/7WEB8hRMxq,2022-07-09 20:42:36+00:00,2,0
people really think being afraid of this shit is really a thing nigga wtf https://t.co/QXoOydHTgg,2022-07-09 15:33:14+00:00,1,0
@MiniFreesia es un chipo rip te perdimos,2022-07-09 03:09:26+00:00,1,0
literalmente mi circle https://t.co/UrVpXeoMFT,2022-07-08 18:18:38+00:00,2,0
"aunque sinceramente, primero, no sé qué hay que hablar de mí, y segundo, estaría chimbo perder el tiempo en eso hay… https://t.co/91uTE2uFms",2022-07-08 02:57:00+00:00,1,0
perturbado que pueda existir un circles donde hablen paja de mí,2022-07-08 02:56:58+00:00,1,0
nadie se ha puesto a pensar que llegando a la uni hay un cartel que dice que la uni está a 400m y no parecen 400m.... ponsando pensamientos,2022-07-07 11:45:01+00:00,4,0
@MiniFreesia no luches doittt,2022-07-07 09:28:37+00:00,1,0
@soapAlef no me quedó de otra que volverme heterosexual.,2022-07-07 04:09:46+00:00,4,0
@raooult qué pato jajasjasj,2022-07-07 01:15:07+00:00,1,0
"perdí la partida, soy un malo",2022-07-06 18:41:41+00:00,1,0
"@guty_010 dos en inglés, uno en español, uno en coreano y uno pinyin. no sé coreano ni mandarín pero es curioso y a… https://t.co/eZpcA2gVg5",2022-07-06 12:06:02+00:00,3,0
estaba en su lecho de muerte pidiendo perdón por sus pecados https://t.co/rHTss7zy29,2022-07-06 12:01:40+00:00,1,0
@MiniFreesia O,2022-07-06 05:49:29+00:00,1,0
"thank you de dido es tremendo sample, lástima que se le ocurrió a eminem y no a algún rapero de verdad",2022-07-05 19:34:01+00:00,1,0
@EsJavier_ qué bueno,2022-07-05 04:11:21+00:00,1,0
https://t.co/TSY95I7t3Y,2022-07-04 23:48:54+00:00,1,0
@aaeilrv dale un coñazo,2022-07-04 17:53:11+00:00,2,0
https://t.co/xn1FU6jrZs https://t.co/9VFbtCqCvg,2022-07-04 04:30:14+00:00,1,0
"@valeriasrc_ decenas de álbumes me han cambiado la vida, el más reciente el madrileño de c tangana. y abbey road de… https://t.co/mPzR7v5KLC",2022-07-04 03:22:24+00:00,1,0
overleaf puede ser indudablemente el peor software del universo pero en serio prefiero usarlo a usar microsoft word,2022-07-03 23:36:30+00:00,4,0
"@gonthal dice que cada número del triángulo de pascal se calcula como la suma de los dos de arriba, y qué curioso y… https://t.co/6vQjGXO54l",2022-07-03 02:36:36+00:00,2,1
"@gonthal if you know, you know https://t.co/32VeHXh9tk",2022-07-03 01:38:14+00:00,4,0
rip https://t.co/mHWHvEeP1f,2022-07-02 22:30:38+00:00,1,0
"como que me bajaron el bot de telegram para buscar y descargar material de geco, no autorizo de pana nojoda",2022-07-02 05:37:37+00:00,3,0
no subestimen a waelria tiene + poder del q parece https://t.co/bpnLa1XA0l,2022-07-02 00:39:30+00:00,4,0
@ericitodemar ya me preguntaba yo cómo se supone que se sostendría con las lluvias,2022-07-01 22:02:22+00:00,1,0
@kekhaherbivore se desbloquea en el tercer año de carrera,2022-07-01 21:59:24+00:00,3,0
@MiniFreesia noo siempre ha tenido,2022-07-01 03:48:06+00:00,1,0
@noymporta sigueme,2022-07-01 02:24:39+00:00,1,0
"@Maryelist20 gracias amigaaa 🙏🏻🤗 ahí te guardé torta, cuando te vea te la doy",2022-06-30 13:56:52+00:00,2,0
esta canción fue una obra https://t.co/hFdxM4H6BR,2022-06-30 01:15:06+00:00,1,0
@ericitodemar quién más te ha regalado un globo en tu vida...... https://t.co/tzvIWwqOjm,2022-06-30 00:30:22+00:00,1,0
@amanda_v18 tenga su teléfono cargado y descargue pdfs  y videos por si acaso,2022-06-29 01:28:24+00:00,1,0
@fungikami chitika,2022-06-28 16:40:04+00:00,1,0
conocimiento en postres https://t.co/L8MvMJgHIo,2022-06-27 16:12:37+00:00,1,0
@MiniFreesia lo que avanza más rápido es el fin de semana,2022-06-27 06:15:41+00:00,1,0
@soapAlef https://t.co/oyA5sfe1Sm,2022-06-27 05:51:07+00:00,1,0
dónde t vea t pateo ese culo Sofía Texeira!!!,2022-06-27 04:25:19+00:00,3,1
https://t.co/m6GRHQcfYc https://t.co/dNeSYH0wRn,2022-06-27 03:47:36+00:00,1,0
https://t.co/EClQRb2h80 https://t.co/NO9TgC51jE,2022-06-26 14:15:56+00:00,3,0
@EsJavier_ con ese tamaño de letra debes estar ciego,2022-06-26 03:25:56+00:00,2,0
bueno yo sí quiero ver a oscar en traje de baño,2022-06-25 23:20:07+00:00,4,0
@aloortu tú si eres marico raul,2022-06-25 18:37:56+00:00,2,0
"Llevo 3 semanas sin jugar y ando en un setup diferente, así que manco es mi segundo nombre.",2022-06-25 06:22:01+00:00,2,0
@valenbozaa la de call me if you get lost 😭😭,2022-06-24 18:14:00+00:00,1,0
"estoy buscando al mamagüevo, etiqueta al mamagüevo.",2022-06-24 17:30:42+00:00,1,0
@noymporta yo cuando me dicen gordo,2022-06-24 17:29:43+00:00,1,0
"@amanda_v18 los efectos visuales, las actuaciones y la dirección me parecen increíbles, pero cuando la vi se me hiz… https://t.co/nKj5b2u6wT",2022-06-24 05:40:31+00:00,1,0
si alguien me dijera que interestelar es la mejor película de ciencia ficción lloraría demasiado porque si esa basu… https://t.co/2OaXNRJO3X,2022-06-24 05:25:14+00:00,2,0
"el grupo de whatsapp de mate 3 es cringue en estado puro, deberían clausurarlo ahorita mismo.",2022-06-24 03:18:49+00:00,3,0
qué fastidio https://t.co/1493OUV4S9,2022-06-23 23:07:43+00:00,1,0
@MiniFreesia cuánto sacaste,2022-06-23 15:39:48+00:00,1,0
@amanda_v18 el video es del 22 de junio del 2020 jajsajjasj,2022-06-23 03:31:22+00:00,1,0
mi felicidad depende del debut de nayeon por favor que sea viernes ya,2022-06-22 22:57:32+00:00,1,0
@valent3_ve el dinero es para asfaltar y cortar arbolitos 😔,2022-06-22 20:41:41+00:00,1,0
https://t.co/W9qT3XCLur,2022-06-22 02:05:29+00:00,4,0
@EsJavier_ mi casa bb,2022-06-22 00:06:55+00:00,1,0
@amanda_v18 lo mejor,2022-06-21 23:07:32+00:00,1,0
@angel16012 le contaré a mis nietos que mi universidad me botó por tuitear,2022-06-21 18:46:07+00:00,4,0
@valent3_ve el pabellón que queda más al fondo,2022-06-21 00:02:06+00:00,1,0
cualquier canción aquí siendo mejor que toda la discografía de aquel otro dúo francés de electrónica https://t.co/LDSMUIq2f7,2022-06-20 00:36:59+00:00,1,0
@luisyeguezm El único en realidad.,2022-06-19 18:48:20+00:00,1,0
🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻☮️🥺✨💞✌🏻🕊️🏳️🙏🏻… https://t.co/fzZUzJSuVP,2022-06-19 03:27:09+00:00,2,0
está bueno el libro de haskell https://t.co/RzUbwQ0I94,2022-06-18 23:50:15+00:00,2,0
@barbscarlet los premios están buenos,2022-06-18 17:37:53+00:00,2,0
didn't see nothing https://t.co/sjNRnLETJA,2022-06-18 16:18:06+00:00,2,0
https://t.co/SbSYbME1fZ,2022-06-18 03:09:39+00:00,2,0
"Les confieso amigos, a mi antes me iba muy mal en la vida, pero desde que compré mi escoba nueva... pues me barre bien. :v",2022-06-17 00:12:24+00:00,3,0
https://t.co/EWl3AlrmJW,2022-06-16 13:40:16+00:00,2,0
@andrea_kdm_ dónde encuentro esos amigos,2022-06-16 01:37:30+00:00,1,0
@cassiebyskins y tú estás haciendo eso hoy?? 😭,2022-06-16 01:08:36+00:00,1,0
¿ https://t.co/rJ0RlUncMO,2022-06-15 17:46:32+00:00,3,0
@ericitodemar me veo,2022-06-15 13:46:35+00:00,1,0
https://t.co/zt37HtqL46,2022-06-15 10:17:15+00:00,1,0
"misleading porque who dat boy la escuché como un millón de veces.
por otro lado me disculpo por escuchar rock en es… https://t.co/yrDWF2V34s",2022-06-13 13:49:36+00:00,1,0
"@sarajademarie yooo ,lo mejor",2022-06-12 20:07:01+00:00,1,0
@jesusbandezt frases que marcaron mi vida irreversiblemente,2022-06-12 16:41:52+00:00,1,0
cuándo hizo falta netflix https://t.co/u1BCdu4KPb,2022-06-12 00:38:59+00:00,1,0
el nestea de limón es mejor pues,2022-06-11 22:15:58+00:00,2,1
@EsJavier_ lo importante es pelar el culo estoy esperando tu fotoculo,2022-06-11 14:18:52+00:00,2,0
mi proyecto de traductores was a beautiful piece of software no te miento,2022-06-11 05:26:53+00:00,1,0
@ericitodemar luego le dolerán a él de tanto ir a manifestaciones,2022-06-11 05:24:00+00:00,1,0
@noymporta igual iba a votar por ti ntp,2022-06-11 03:08:05+00:00,1,0
votar para mí es fácil porque uno me tiene bloqueado y el otro no,2022-06-11 02:34:40+00:00,2,0
@soapAlef cómo se llama este amigo.,2022-06-09 13:19:08+00:00,1,0
@soapAlef CALBOOOOO,2022-06-09 03:26:34+00:00,1,0
@jesusbandezt @_ArturoY XDDDDD,2022-06-08 23:08:39+00:00,1,0
@jesusbandezt @_ArturoY te sale refactor amigo,2022-06-08 14:29:15+00:00,1,0
pa cuando el de caraota,2022-06-08 01:25:44+00:00,2,0
coding in c is a lovely experience,2022-06-07 23:34:27+00:00,3,0
https://t.co/j82B6OrQcP https://t.co/AyqPZCxTC9,2022-06-07 16:36:28+00:00,2,0
coño salió bonita esta foto en realidad https://t.co/wvPyGfZQLT,2022-06-07 05:09:14+00:00,3,0
M2!!!!!!!!!!!!!!!!!!!!!!!!!!!,2022-06-06 17:57:48+00:00,1,0
@arjogezh https://t.co/eyGeF3kvo1,2022-06-06 16:41:51+00:00,1,0
Hoy es la #WWDC22 😭,2022-06-06 13:07:28+00:00,1,0
quiero llorar de anxiety dios nps,2022-06-06 05:26:34+00:00,1,0
Me gusta la física teórica y las matemáticas puras,2022-06-06 03:19:09+00:00,2,0
ojalá chamo,2022-06-06 02:24:08+00:00,1,0
y de repente despierto y twitter usb nunca existió era un sueño y yo estoy en un hospital saliendo de un coma de 6 años sin una pierna,2022-06-06 02:24:07+00:00,4,0
este es el peak de los youtube poop hispano https://t.co/IfpjsdjZgr,2022-06-05 23:19:57+00:00,1,0
"de pana yo no entiendo a la gente que vive en Maracay y odia allá, puro pelamachete. yo amo Maracay, para vivir es… https://t.co/YMomHLBlbU",2022-06-05 22:07:44+00:00,1,0
"@andrea_kdm_ yooo, me cuesta demasiado, veo como 3 películas al año",2022-06-04 15:36:01+00:00,1,0
https://t.co/dc5ENZXRAD,2022-06-04 15:10:46+00:00,1,0
"light nigga
dark nigga
faux nigga
real nigga
rich nigga
poor nigga
house nigga
field nigga
still nigga
still nigga",2022-06-04 13:05:40+00:00,1,0
de no ser por la cantidad de música que quiero escuchar y me falta por escuchar lo mejor que pude haber hecho desde… https://t.co/xL9RttDanb,2022-06-04 05:03:48+00:00,1,0
música del infierno que sonará el día de mi funeral,2022-06-04 03:54:53+00:00,2,0
god knew i’d be too powerful if i was mentally stable,2022-06-03 19:41:12+00:00,1,0
@MovimientoDEMOS quién es Lazo,2022-06-03 16:37:07+00:00,2,0
"el simple hecho de tener una calculadora a mano hace a uno querer verificar sumas así de triviales, por eso evito t… https://t.co/5WlT2qCLyg",2022-06-03 14:44:47+00:00,2,0
"de hecho, en javascript es cierto https://t.co/Sh1tztSmsI",2022-06-03 14:03:00+00:00,4,0
@aaeilrv https://t.co/3NEl2I34eq,2022-06-02 22:28:37+00:00,1,0
"desde hace un año sufro con la señal de movistar en mi casa y de repente hoy va así, I'm crying venezuela se arregl… https://t.co/E7xsFSk1az",2022-06-02 05:10:37+00:00,4,0
cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo cómo… https://t.co/JCQjjASnwQ,2022-06-02 03:56:14+00:00,1,0
@ericitodemar si la persona movió la cabeza rápido al momento que se tomó la foto puede que el teléfono para esa pa… https://t.co/RkLirNSaK0,2022-06-02 02:35:01+00:00,2,0
@ericitodemar o.o si no es editada (o q la persona ciertamente to tenía cabeza xdd) puede tener que ver con el post… https://t.co/0pTkaVGXmS,2022-06-02 02:33:45+00:00,1,0
"ya va de pana jhonny depp es christopher, interesante tema",2022-06-02 01:08:26+00:00,1,0
quién sube mañana pa jugar ping pong en la salita de lq,2022-06-02 00:15:22+00:00,2,0
"""si compras en shein elimíname 😡😭""
&gt;usa productos de nike, adidas, apple...",2022-06-02 00:04:40+00:00,2,0
"remasterizaron el video de gee :') looks beautiful
https://t.co/5GJmN3Auhb",2022-06-01 11:59:46+00:00,1,0
no metí artaud porque too obvious how will i ever recover😔,2022-05-31 22:48:37+00:00,1,0
"Me tocó verde o.o

Responde para ..... https://t.co/dK65N3qOJU https://t.co/QPtqVxTRkU",2022-05-31 22:48:36+00:00,1,0
"álbumes de 30 minutos: 🤮😭😿😔👎🏻
álbumes de 45 minutos: 😍🥰💯🎉👌🏻
álbumes de 1 hora: 🥱🤮😩💀👇🏻",2022-05-31 16:31:05+00:00,1,0
"https://t.co/fcNaxogc3k
Lloro con este concierto, qué bueno https://t.co/r6HvycZE5o",2022-05-31 11:11:20+00:00,1,0
@gonthal mas cringue aún me da la s mayúscula,2022-05-31 03:22:42+00:00,2,0
quién sube mañana,2022-05-30 22:52:38+00:00,1,0
interesante la que tocó https://t.co/AanWydhaOl,2022-05-30 20:55:11+00:00,1,0
@sassyvm total,2022-05-25 02:59:01+00:00,1,0
@ericitodemar XDDDDD baneo por inasistencia vale,2022-05-25 02:18:33+00:00,1,0
13 de marzo del 2020,2022-05-25 01:07:46+00:00,2,0
@ericitodemar mucho latex y bibliografía en inglés,2022-05-24 19:24:08+00:00,1,0
rip el profesor si llegas a escribir su nombre en la fecha :(,2022-05-24 18:59:44+00:00,2,0
ya va pero qué pasa si usas una death note como cuaderno de apuntes para una materia,2022-05-24 18:59:43+00:00,3,0
@pichulafelizz noooooOO quiero un roomie ahora,2022-05-24 00:50:47+00:00,1,0
iba a rantear pero no vale la pena yo como que mejor duermo e intento no morir hoy,2022-05-24 00:17:49+00:00,1,0
https://t.co/dARJcOyVAd,2022-05-23 22:18:09+00:00,1,0
@pichulafelizz dónde se consigue esa pulsera yo quiero,2022-05-23 22:00:53+00:00,1,0
@MiniFreesia deje la trampa y escoja una de las dos 😑😑,2022-05-23 19:16:29+00:00,1,0
